Type,Type_Rowe,Reference,Authors,Year,Title,Journal,Issue,Number,Start,End,Extra,Link_Abstract,Link_PDF,Citations on G Scholar,Abstract_text,Keywords
Narrative,Describing,"Merali, Y., Papadopoulos, T., & Nadkarni, T. (2012). Information systems strategy: Past, present, future? The Journal of Strategic Information Systems, 21(2), 125–153.","Merali, Y., Papadopoulos, T., & Nadkarni, T. ",2012," Information systems strategy: Past, present, future?",The Journal of Strategic Information Systems,21,2,125,153,,,https://translateyar.ir/wp-content/uploads/2018/12/10.1016_j.jsis_.2012.04.002.pdf,196,"The purpose of this paper is to contribute to the current discourse in the Strategic Information Systems (SIS) domain about the future and identity of SIS. We draw on Nelson’s theorisation of the co-evolution of Physical and Social Technologies to redefine the SIS domain as a Complex Adaptive System (CAS) for the co-evolution of ICT and organisational capabilities and business models to create social and economic value. We conduct a meta-analysis of the domain based on a longitudinal review of SIS research over 33 years, and contrary to contemporaneous SIS literature which suggests that a paradigm shift may be necessary to address the increased turbulence, uncertainty and dynamism in the emerging competitive landscape, we find that the SIS research domain has the requisite adaptive capacity to evolve gracefully to address the challenges of the emerging networked competitive landscape. Drawing on complexity science and network theory we identify four priorities for the development of the domain for the future: conceptualisation of the SIS Domain as a CAS for the co-evolution of Physical and Social Technologies; the adoption of the network paradigm; access to a science of networks; and adoption of Complexity Science as an articulation device within SIS and across disciplines.",
Narrative,Describing,"Mignerat, M., & Rivard, S. (2009). Positioning the institutional perspective in information systems research. Journal of Information Technology, 24(4), 369–391.","Mignerat, M., & Rivard, S. ",2009, Positioning the institutional perspective in information systems research,Journal of Information Technology,24,4,369,391,,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.13,http://www.ru.ac.bd/stat/wp-content/uploads/sites/25/2019/03/402_06_b_Willcocks_Formulating-Research-Methods-for-Information-Systems_-Volume-2-2015.pdf#page=87,284,"In recent years, a number of studies have adopted institutional theory as a perspective for examining Information Systems (IS)/Information Technology (IT)-related phenomena such as IT innovation, IS development and implementation, and IT adoption and use. The objective of this paper is to take stock of how institutional theory is being used in IS research. To this end, it first proposes a conceptual framework to encapsulate the main concepts of institutional theory. Second, it synthesizes the findings of 53 articles that adopted an institutional perspective to study IS/IT phenomena. Finally, it identifies conceptual and methodological issues that researchers need to address when adopting an institutional perspective.",
Narrative,Describing,"Mitev, N., & de Vaujany, F. X. (2012). Seizing the opportunity: Towards a historiography of information systems. Journal of Information Technology, 27(2), 110–124.","Mitev, N., & de Vaujany, F. X. ",2012, Seizing the opportunity: Towards a historiography of information systems,Journal of Information Technology,27,2,110,124,,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.1,https://halshs.archives-ouvertes.fr/halshs-00671690/file/JIT_final_paper.pdf,28,"Historical perspectives are only timidly entering the world of IS research compared to historical research in management or organisation studies. If major IS outlets have already published history-oriented papers, the number of historical papers - although increasing - remains low. We carried out a thematic analysis of all papers on History and IS published between 1972 and 2009 indexed on ABI and papers indexed in Google Scholar™ for the same period. We used a typology developed by theorists Üsdiken and Kieser, who classify historical organisation research into supplementarist, integrationist and reorientationist approaches. We outline their links with the epistemological stances well known in IS research, positivism, interpretivism and critical research; we then focus on their differences and historiographical characteristics. We found that most IS History papers are supplementarist descriptive case studies with limited uses of History. This paper then suggests that IS research could benefit from adopting integrationist and reorientationist historical perspectives and we offer some examples to illustrate how that would contribute to enriching, extending and challenging existing theories.",
Narrative,Describing,"Petter, S., DeLone, W., & McLean, E. R. (2012). The past, present, and future of ""IS Success"". Journal of the Association for Information Systems, 13(5), 341–362.","Petter, S., DeLone, W., & McLean, E. R. ",2012," The past, present, and future of ""IS Success""",Journal of the Association for Information Systems,13,5,341,362,,https://aisel.aisnet.org/jais/vol13/iss5/2/,https://www.researchgate.net/profile/Ephraim_McLean/publication/281112908_The_Past_Present_and_Future_of_IS_Success/links/5604c77208ae8e08c08aba83/The-Past-Present-and-Future-of-IS-Success.pdf,237,"Since the introduction of information systems more than 60 years ago, organizations want to ensure that their systems are effective or “successful”. Much has changed in the evaluation of information systems success during this period. The role of information systems in organizations has changed dramatically, as have the key stakeholders and the expected benefits of the investments in IS. During this period, IS research has evolved to keep pace with the changing expectations regarding the success of information systems, yet practice tends to lag behind. In this commentary, we discuss five eras of information systems evolution and explain how the perceptions and measures of successful information systems have changed across these eras. By looking at the past and present, we are able to comment on how our understanding of success has evolved over time in research and practice. We discuss the inadequacy of IS success evaluation in practice. Finally, we offer four themes as calls for future action related to the research of information systems success. ",
Narrative,Describing,"Robey, D., Im, G., & Wareham, J. D. (2008). Theoretical foundations of empirical research on interorganizational systems: Assessing past contributions and guiding future directions. Journal of the Association for Information Systems, 9(9), 497–518.","Robey, D., Im, G., & Wareham, J. D. ",2008, Theoretical foundations of empirical research on interorganizational systems: Assessing past contributions and guiding future directions,Journal of the Association for Information Systems,9,9,497,518,,https://aisel.aisnet.org/jais/vol9/iss9/4/,https://s3.amazonaws.com/academia.edu.documents/45869414/viewcontent.pdf?response-content-disposition=inline%3B%20filename%3DTheoretical_foundations_of_empirical_res.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIWOWYYGZ2Y53UL3A%2F20191214%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20191214T094444Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=15e8b3aca4cce99c95b1e3855ccc5d963039e151b2e94b957900638b8a2fd988,280,"This paper guides the theoretical development of future research on interorganizational systems (IOS). We first assess past IOS research by reviewing and summarizing the findings of 51 empirical studies of IOS published in 11 IS journals between 1990 and 2003. This literature addresses three primary issues: (1) factors influencing organizational decisions to adopt IOS; (2) the impact of IOS on governance over economic transactions; and (3) the organizational consequences of IOS adoption. From our assessment of the findings and theoretical approaches taken in past research, we offer three recommendations for future research. First, the theoretical foundations of IOS research during this period are diverse, representing 17 different yet complementary theories. We recommend that researchers continue to diversify their theoretical approaches in order to address new research challenges. Second, we recommend that IOS researchers move beyond mere descriptions of IOS artifacts by engaging with IOS artifacts on theoretical grounds. Third, we identify and describe new theoretical directions for future IOS research in each of the main issue areas.",
Narrative,Describing,"Schultze, U. (2010). Embodiment and presence in virtual worlds: A review. Journal of Information Technology, 25(4), 434–449.","Schultze, U. ",2010, Embodiment and presence in virtual worlds: A review,Journal of Information Technology,25,4,434,449,,https://link.springer.com/article/10.1057/jit.2010.25,,191,"The multimodal, 3D-graphical communication platforms known as virtual worlds have their historical roots in multi-user domains/dungeons (MUDs) and virtual reality (VR). Given the extensive research on these technologies and the novelty of virtual worlds as a topic of study in information systems (IS), it behooves us to learn from the concepts, theories and insights generated primarily by other disciplines that have focused on these technologies. Because neither MUDs nor VR have significant organizational application, thus locating them outside of the IS discipline’s purview, very little of this literature has found its way into IS research thus far. This article reviews the extant literature on virtual environments and seeks to make its insights accessible to IS research on virtual worlds. In particular, this will focus on concepts, theories and insights regarding embodiment and presence, which are afforded by the avatar, a distinguishing technological artifact of virtual worlds.",
Narrative,Describing,"Seddon, P. B. (2014). Implications for strategic IS research of the resource-based theory of the firm: A reflection. The Journal of Strategic Information Systems, 23(4), 257–269.","Seddon, P. B. ",2014, Implications for strategic IS research of the resource-based theory of the firm: A reflection,The Journal of Strategic Information Systems,23,4,257,269,,https://www.sciencedirect.com/science/article/abs/pii/S0963868714000444,,52,"This paper reviews key concepts from the resource-based theory (RBT) of the firm, including evidence of “empirical support” for RBT. However, the paper then turns the conventional logic of empirical testing of RBT on its head, and argues that all that empirical testing does is to show researchers’ success in identifying valuable, rare, inimitable, and non-substitutable (VRIN) resources. Examining the IS literature from this perspective, the paper identifies a number of resources that really do seem to have been sources of competitive advantage. It concludes with recommendations on how RBT should be used in future strategic IS research.",
Narrative,Describing,"Siponen, M., & Vartiainen, T. (2004). Unauthorized copying of software and levels of moral development: A literature analysis and its implications for research and practice. Information Systems Journal, 14(4), 387–407.","Siponen, M., & Vartiainen, T. ",2004, Unauthorized copying of software and levels of moral development: A literature analysis and its implications for research and practice,Information Systems Journal,14,4,387,407,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2575.2004.00179.x,,57,"Several approaches for and against the unauthorized copying of software have been proposed. These approaches can be divided into two categories: moral reasoning and solution. These categories of approaches to unauthorized copying of software are scrutinized in the light of Kohlberg's theory of Cognitive Moral Development. The results suggest that most approaches presenting solutions to unauthorized copying of software have focused attention on the lower levels of moral development, while approaches at the highest stage are few and far between. No single approach covers all the stages of moral development. The implications of this analysis for practice and research are discussed.",
Narrative,Describing,"Venkatesh, V., Davis, F. D., & Morris, M. G. (2007). Dead or alive? The development, trajectory and future of technology adoption research. Journal of the Association for Information Systems, 8(4), 267–286.","Venkatesh, V., Davis, F. D., & Morris, M. G. ",2007," Dead or alive? The development, trajectory and future of technology adoption research",Journal of the Association for Information Systems,8,4,267,286,,https://aisel.aisnet.org/jais/vol8/iss4/1/,http://www.vvenkatesh.com/wp-content/uploads/2015/11/VenkateshetalJAIS2007.pdf,857,"Research on individual-level technology adoption is one of the most mature streams of information systems (IS) research. In this paper, we compare the progress in the area of technology adoption with two widely-researched streams in psychology and organizational behavior: theory of planned behavior and job satisfaction. In addition to gauging the progress in technology adoption research, this allows us to identify some fruitful areas for future research. Based on our comparison, we conclude that there has been excellent progress in technology adoption research. However, as a next step, we call for research focused on interventions, contingencies, and alternative theoretical perspectives (to the largely social psychology-based technology adoption research. Also, we believe it would be important to use the comparisons discussed here as a basis to develop a framework-driven set of future research directions to guide further work in this area. ",
Narrative,Describing,"von Krogh, G., & Spaeth, S. (2007). The open source software phenomenon: Characteristics that promote research. The Journal of Strategic Information Systems, 16(3), 236–253","von Krogh, G., & Spaeth, S. ",2007, The open source software phenomenon: Characteristics that promote research,The Journal of Strategic Information Systems,16,3,236,253,,https://www.sciencedirect.com/science/article/abs/pii/S096386870700025X,http://www.climateknowledge.org/openclimate/vonKrogh_open_source_2007.pdf,215,"Since the turn of the century, open source software has triggered a vast volume of research. In this essay, based on a brief review of selected work, we show that research in many different fields and disciplines of the social sciences have shed light on the phenomenon. We argue that five characteristics make the phenomenon particularly attractive to examination from various fields and disciplines using a plethora of research methods: (1) impact: open source software has an extensive impact on the economy and society; (2) theoretical tension: the phenomenon deviates sharply from the predictions and explanations of existing theory in different fields; (3) transparency: open source software has offered researchers an unprecedented access to data; (4) communal reflexivity: the community of open source software developers frequently engage in a dialog on its functioning (it also has its own research community); (5) proximity: the innovation process in open source software resembles knowledge production in science (in many instances, open source software is an output of research processes). These five characteristics also promote a transdisciplinary research dialog. Based on the experience of open source software research, we propose that phenomena-driven transdisciplinary research provides an excellent context to promote greater dialog between disciplines and fields. Moreover, we propose that the recent diffusion of the open source software model of innovation to other areas than software calls for new research and that the field of information systems has an important role to play in this future research agenda.",
Qualitative,Theory testing,"Alaghehband, F. K., Rivard, S., Wu, S., & Goyette, S. (2011). An assessment of the use of transaction cost theory in information technology outsourcing. The Journal of Strategic Information Systems, 20(2), 125–138. ","Alaghehband, F. K., Rivard, S., Wu, S., & Goyette, S. ",2011, An assessment of the use of transaction cost theory in information technology outsourcing,The Journal of Strategic Information Systems,20,2,125,138,,https://www.sciencedirect.com/science/article/abs/pii/S0963868711000254,,,"Transaction Cost Theory (TCT) has been widely used in information technology outsourcing (ITO) research to explain and predict outsourcing decisions and outsourcing-related outcomes. This research, however, has led to mixed and unexpected results in terms of the effects of transaction attributes on outsourcing decisions and outcomes. This study assesses the empirical literature employing TCT-based ITO models in terms of its faithfulness to the precepts of TCT, and argues that one possible explanation for the mixed results is that the extant models do not capture all the essential elements of TCT. First, there are core TCT constructs that the extant models do not take into account; second, the linkages among constructs that the IT outsourcing models have hypothesized are not always in line with TCT precepts; and third, the normative nature of the theory is not always captured by the extant models. This paper, therefore, aims to provide one possible answer to the question: “Why have the appropriations made of TCT to study IT outsourcing produced mixed results?”",
Qualitative,Theory testing,"Jeyaraj, A., Rottman, J. W., & Lacity, M. C. (2006). A review of the predictors, linkages, and biases in IT innovation adoption research. Journal of Information Technology, 21(1), 1–23. ","Jeyaraj, A., Rottman, J. W., & Lacity, M. C. ",2006," A review of the predictors, linkages, and biases in IT innovation adoption research",Journal of Information Technology,21,1,1,23,,https://link.springer.com/article/10.1057/palgrave.jit.2000056,,,"We present a review and analysis of the rich body of research on the adoption and diffusion of IT-based innovations by individuals and organizations. Our review analyzes 48 empirical studies on individual and 51 studies on organizational IT adoption published between 1992 and 2003. In total, the sample contains 135 independent variables, eight dependent variables, and 505 relationships between independent and dependent variables. Furthermore, our sample includes both quantitative and qualitative studies. We were able to include qualitative studies because of a unique coding scheme, which can easily be replicated in other reviews. We use this sample to assess predictors, linkages, and biases in individual and organizational IT adoption research. The best predictors of individual IT adoption include Perceived Usefulness, Top Management Support, Computer Experience, Behavioral Intention, and User Support. The best predictors of IT adoption by organizations were Top Management Support, External Pressure, Professionalism of the IS Unit, and External Information Sources. At the level of independent variables, Top Management Support stands as the main linkage between individual and organizational IT adoption. But at an aggregate level, two collections of independent variables were good predictors of both individual and organizational IT adoption. These were innovation characteristics and organizational characteristics. Thus, we can consistently say that generic characteristics of the innovation and characteristics of the organization are strong predictors of IT adoption by both individuals and organizations. Based on an assessment of the predictors, linkages, and known biases, we prescribe 10 areas for further exploration.
",
Qualitative,Theory testing,"Lacity, M. C., Khan, S., Yan, A., & Willcocks, L. P. (2010). A review of the IT outsourcing empirical literature and future research directions. Journal of Information technology, 25(4), 395–433. ","Lacity, M. C., Khan, S., Yan, A., & Willcocks, L. P. ",2010, A review of the IT outsourcing empirical literature and future research directions,Journal of Information technology,25,4,395,433,,https://link.springer.com/article/10.1057/jit.2010.21,,,"An enormous amount of information has been produced about the IT outsourcing phenomenon over the last 20 years, but one has to look to the academic literature for consistent, objective, and reliable research approaches and analyses. Our review finds that, in practice, the academic literature on IT outsourcing has very much honored both rigor and relevance in the ways in which research has been conducted. Our central purpose in the review was to answer two research questions: What has the empirical academic literature found about information technology outsourcing (ITO) decisions and outcomes? What are the gaps in knowledge to consider in future ITO research? To answer these questions, we examined 164 empirical ITO articles published between 1992 and 2010 in 50 journals. Adapting a method used by Jeyaraj et al. (2006), we encapsulated this vast empirical literature on ITO in a way that was concise, meaningful, and helpful to researchers. We coded 36 dependent variables, 138 independent variables, and 741 relationships between independent and dependent variables. By extracting the best evidence, we developed two models of outsourcing: one model addressed ITO decisions and one model addressed ITO outcomes. The model of ITO decisions includes independent variables associated with motives to outsource, transaction attributes, client firm characteristics, and influence sources. The model of ITO outcomes includes independent variables associated with client and supplier capabilities, relationship characteristics, contractual governance, decision characteristics, and transaction attributes. We also examined the interactions among broad categories of variables and the learning curve effects resulting from feedback loops. Overall, ITO researchers have a broad and deep understanding of ITO. However, the field continues to evolve as clients and suppliers on every inhabited continent participate actively in the global sourcing community. There is still much research yet to be done. We reviewed recent studies that have identified gaps in current knowledge and proposed future paths of research pertaining to strategic motivations, environmental influences, dynamic interactions, configurational and portfolio approaches, global destinations, emerging models, reference theory extension, and grounded theory development.",
Qualitative,Theory testing,"Lacity, M. C., Solomon, S., Yan, A., & Willcocks, L. P. (2011). Business process outsourcing studies: A critical review and research directions. Journal of Information Technology, 26(4), 221–258. ","Lacity, M. C., Solomon, S., Yan, A., & Willcocks, L. P. ",2011, Business process outsourcing studies: A critical review and research directions,Journal of Information Technology,26,4,221,258,,https://link.springer.com/article/10.1057/jit.2011.25,http://www.ru.ac.bd/stat/wp-content/uploads/sites/25/2019/03/402_06_b_Willcocks_Formulating-Research-Methods-for-Information-Systems_-Volume-2-2015.pdf#page=177,179,"Organizations are increasingly sourcing their business processes through external service providers, a practice known as Business Process Outsourcing (BPO). Worldwide, the current BPO market could be as much as $279 billion and is predicted to continue growing at 25% annually. Academic researchers have been studying this market for about 15 years and have produced findings relevant to practice. The entire body of BPO research has never been reviewed, and this paper fills that gap. We filtered the total studies and reviewed 87 empirically robust BPO articles published between 1996 and 2011 in 67 journals to answer three research questions: What has the empirical academic literature found about BPO decisions and outcomes? How do BPO findings compare with Information Technology Outsourcing (ITO) empirical research? What are the gaps in knowledge to consider in future BPO research? Employing a proven method that Lacity et al. (2010) used to review the empirical ITO literature, we encapsulated this empirical literature on BPO in a way that is concise, meaningful, and helpful to researchers. We coded 43 dependent variables, 152 independent variables, and 615 relationships between independent and dependent variables. By extracting the best evidence, we developed two models of BPO: one model addresses BPO decisions and one model addresses BPO outcomes. The model of BPO decisions includes independent variables associated with motives to outsource, transaction attributes, and client firm characteristics. The model of BPO outcomes includes independent variables associated with contractual and relational governance, country characteristics, and client and supplier capabilities. Overall, BPO researchers have a broad and deep understanding of BPO. However, the field continues to evolve as clients and suppliers on every inhabited continent participate actively in the global sourcing community. There is still much research yet to be done. We propose nine future paths of research pertaining to innovation effects, retained capabilities, environmental influences, global destinations, supplier capabilities, pricing models, business analytics, emerging models, and grounded theory development.",
Qualitative,Theory testing,"Lacity, M. C., Willcocks, L. P., & Khan, S. (2011). Beyond transaction cost economics: Towards an endogenous theory of information technology outsourcing. The Journal of Strategic Information Systems, 20(2), 139–157. ","Lacity, M. C., Willcocks, L. P., & Khan, S. ",2011, Beyond transaction cost economics: Towards an endogenous theory of information technology outsourcing,The Journal of Strategic Information Systems,20,2,139,157,,https://www.sciencedirect.com/science/article/abs/pii/S0963868711000242,,,"In our review, we coded 73 empirical findings from 31 journal articles that applied Transaction Cost Economics (TCE) to study Information Technology Outsourcing (ITO). As Karimi-Alaghehband et al. (2011) note correctly, the empirical results of TCE tests in the context of ITO are mixed. We found that only 49% of the empirical ITO findings supported TCE logic. We found only slightly better support for TCE when it is used as a normative theory (54%) than when it is used as a predictive theory (47%). The main difference between Karimi-Alaghehband et al.’s (2011) contribution and our contribution to the debate focuses upon what to do next. Karimi-Alaghehband et al. (2011) argue that ITO researchers need to apply TCE more faithfully. We argue that we are asking too much of TCE—the ITO phenomenon is more complex than can be accommodated by TCE. We argue that ITO research has matured to the point that we should be building our own endogenous ITO theory. We offer observations and insights on what such a theory might entail. In moving ITO research forward, we first critique TCE assumptions and provide alternative assumptions that seem to fit ITO observations well. We draw on our review of 741 ITO empirical findings (Lacity et al., 2010) to provide a detailed theoretical framework to advance further study that suggests the most promising constructs to use in an endogenous ITO theory.","business process outsourcing, offshore outsourcing, information technology outsourcing"
Qualitative,Theory testing,"Petter, S., DeLone, W., & McLean, E. (2008). Measuring information systems success: Models, dimensions, measures, and interrelationships. European Journal of Information Systems, 17(3), 236–263. ","Petter, S., DeLone, W., & McLean, E. ",2008," Measuring information systems success: Models, dimensions, measures, and interrelationships",European Journal of Information Systems,17,3,236,263,,https://link.springer.com/content/pdf/10.1057/ejis.2008.15.pdf,,,"Since DeLone and McLean (D&M) developed their model of IS success, therehas been much research on the topic of success as well as extensions and testsof their model. Using the technique of a qualitative literature review, thisresearch reviews 180 papers found in the academic literature for the period1992–2007 dealing with some aspect of IS success. Using the six dimensions ofthe D&M model – system quality, information quality, service quality, use, usersatisfaction, and net benefits – 90 empirical studies were examined and theresults summarized. Measures for the six success constructs are described and15 pairwise associations between the success constructs are analyzed. Thiswork builds on the prior research related to IS success by summarizing themeasures applied to the evaluation of IS success and by examining therelationships that comprise the D&M IS success model in both individual andorganizational contexts.",
Scoping,Understanding,"Besson, P., & Rowe, F. (2012). Strategizing information systems-enabled organizational transformation: A transdisciplinary review and new directions. The Journal of Strategic Information Systems, 21(2), 103–124.","Besson, P., & Rowe, F. ",2012, Strategizing information systems-enabled organizational transformation: A transdisciplinary review and new directions,The Journal of Strategic Information Systems,21,2,103,124,,https://www.sciencedirect.com/science/article/abs/pii/S0963868712000170,http://hajarian.com/reghabati/1-s2.0-S0963868712000170-main.pdf,274,"Twenty years after the promise of Information Systems enabling Organizational Transformation (IS-enabled OT), what have we learned? This paper reviews the literature in order to better understand this phenomenon. As specialists in IS, strategy and organizational studies, we analyze the discourse on OT found in the strategy, organizational theory and IS literature, and identify four structuring themes: organizational inertia, process, agency and performance. We apply the coding derived from these themes to a set of 62 empirical papers and discuss the results. Ten research avenues are then identified to show that IS-enabled OT is still a new frontier for strategic information systems research.","Information systems, Organizational transformation, Inertia, Process,  Agency, Performance"
Scoping,Understanding,"McKay, J., Marshall, P., & Hirschheim, R. (2012). The design construct in information systems design science. Journal of Information Technology, 27(2), 125–139.","McKay, J., Marshall, P., & Hirschheim, R. ",2012, The design construct in information systems design science,Journal of Information Technology,27,2,125,139,,,https://www.researchgate.net/profile/Michael_Wade6/publication/220580481_A_Comprehensive_Review_and_Synthesis_of_Open_Source_Research/links/563b5c7c08aeed0531de7d8a/A-Comprehensive-Review-and-Synthesis-of-Open-Source-Research.pdf,,"The open source movement  has  grown  steadily  and  matured  in  recent  years,  and  this  growth  has  been  mirrored  by  a  rise  in  open  source  related  research.  The  objective  of  this  paper  is  to  pause  and  reflect  on  the  state  of  the  field.  We  start  by  conducting  a  comprehensive  literature  review  of  open  source  research,  and  organize  the  resulting  618  peer-reviewed articles into a taxonomy. Elements of this taxonomy are defined and described.  We  then  draw  on  a  number  of  existing  categorization  schemes  to  develop  a  framework  to  situate  open  source  research  within  a  wider  nomological  network.  Building  on  concepts  from  systems  theory,  we  propose  a  holistic  framework  of  open  source  research.  This  framework  incorporates  current  research,  as  represented by the taxonomy, identifies gaps and areas of overlap, and charts a path for future work.",
Scoping,Understanding,"Nambisan, S. (2013). Information technology and product/service innovation: A brief assessment and some suggestions for future research. Journal of the Association for Information Systems, 14(4), 215–226.","Nambisan, S. ",2013, Information technology and product/service innovation: A brief assessment and some suggestions for future research,Journal of the Association for Information Systems,14,4,215,226,,https://aisel.aisnet.org/jais/vol14/iss4/1/,http://www.unm.edu/~xinluo/papers/JSIS2011.pdf,232,"In this paper, I follow up on my previous article about information systems as a reference discipline for new product development (Nambisan, 2003) and assess the extant research on this topic. To facilitate the assessment, I develop a framework that considers information technology’s (IT’s) dual roles as operand resource and as operant resource and its impact on innovation process and on innovation outcome. My analysis reveals the advance that has been made in understanding IT’s role as operand resource in innovation and the considerable opportunity that exists to explore IT’s emerging role as operant resource in innovation. I also comment on the need for IS scholars working in this area to make careful choices regarding their research topic and theoretical perspectives to enhance the potential impact on and contribution to the product/service innovation literature.",
Scoping,Understanding,"Pateli, A. G., & Giaglis, G. M. (2004). A research framework for analysing eBusiness models. European Journal of Information Systems, 13(4), 302–314.","Pateli, A. G., & Giaglis, G. M. ",2004, A research framework for analysing eBusiness models,European Journal of Information Systems,13,4,302,314,,https://orsociety.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000513,https://s3.amazonaws.com/academia.edu.documents/41340718/Patelli2004.pdf?response-content-disposition=inline%3B%20filename%3DA_research_framework_for_analysing_eBusi.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIWOWYYGZ2Y53UL3A%2F20191212%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20191212T181026Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=5eb0b88ebab1b5feddc0d94d6bbaeeb1d95df290c03ff75a56762477f610386d,481,"As eBusiness is moving towards maturity, research interests shift to the investigation of opportunities for market exploitation of eBusiness technologies. As a result, the debate around business models naturally becomes more topical. However, while many researchers and practitioners are contemplating business models, there is an alarming lack of theoretical tools in the literature to structure and codify knowledge in the area. This paper draws on an extensive review of the literature to propose an analytic framework that decomposes the area of business models into eight research sub-domains. The proposed framework is then applied to organize and critically review existing research under each sub-domain as well as to define an agenda of future challenges on business model research. The framework can benefit future research by allowing researchers to better concentrate their efforts and place their contributions in an overall context, thus assisting in building a coherent body of knowledge in the challenging research domain of business models.",
Scoping,Understanding,"Schultze, U., & Leidner, D. E. (2002). Studying knowledge management in information systems research: Discourses and theoretical assumptions. MIS Quarterly, 26(3), 213–242.","Schultze, U., & Leidner, D. E. ",2002, Studying knowledge management in information systems research: Discourses and theoretical assumptions,MIS Quarterly,26,3,213,242,,,http://blog.ub.ac.id/izuaf/files/2013/11/STUDYING-KNOWLEDGE-MANAGEMENT-IN-INFORMATION-SYSTEMS-RESEARCH.pdf,,"In information systems, most research on knowledge management assumes that knowledge has positive implications for organizations.  However, knowledge  is  a  double-edged  sword:  while  too little might result in expensive mistakes, too much might result in unwanted accountability.  The purpose of this paper is to highlight the lack of attention  paid  to  the  unintended  consequences  of managing organizational knowledge and thereby to  broaden  the  scope  of  IS-based  knowledge management  research. To  this  end,  this  paper analyzes the IS literature on knowledge management.    Using  a  framework  developed  by  Deetz(1996), research articles published between 1990 and 2000 in six IS journals are classified into one of  four  scientific  discourses.    These  discourses are the normative, the interpretive, the critical, and the  dialogic.    For  each  of  these  discourses,  we identify  the  research  focus,  the  metaphors  of knowledge,  the  theoretical  foundations,  and  the implications apparent in the articles representing it.  The metaphors of knowledge that emerge from this  analysis  are  knowledge  as  object,  asset, mind, commodity, and discipline.  Furthermore, we present  a  paper  that  is  exemplary  of  each  discourse.  Our objective with this analysis is to raise IS researchers' awareness of the potential and the implications  of  the  different  discourses  in  the study of knowledge and knowledge management
","business model, eBusiness"
Scoping,Understanding,"Smith, H. J., Dinev, T., & Xu, H. (2011). Information privacy research: An interdisciplinary review. MIS Quarterly, 35(4), 989–1015.","Smith, H. J., Dinev, T., & Xu, H. ",2011, Information privacy research: An interdisciplinary review,MIS Quarterly,35,4,989,1015,,,https://www.researchgate.net/profile/Heng_Xu6/publication/220260183_Information_Privacy_Research_An_Interdisciplinary_Review/links/543157530cf29bbc12789742.pdf,,"To date, many important threads of information privacy research have developed, but these threads have not been woven together into a cohesive fabric.  This paper provides an interdisciplinary review of privacy-related research in order to enable a more cohesive treatment. With a sample of 320 privacy articles and 128 books and book sections, we classify previous literature in two ways:  (1) using an ethics-based nomenclature of normative, purely descriptive, and empirically descriptive, and (2) based on their level of analysis:  individual, group, organizational, and societal. Based  upon  our  analyses  via  these  two  classification  approaches,  we  identify  three  major  areas  in  which previous research contributions reside: the conceptualization of information privacy, the relationship between information privacy and other constructs, and the contextual nature of these relationships. As we consider these major areas, we draw three overarching conclusions.  First, there are many theoretical developments in the body of normative and purely descriptive studies that have not been addressed in empirical research on privacy.  Rigorous studies that either trace processes associated with, or test implied assertions from, these value-laden arguments could add great value. Second, some of the levels of analysis have received less attention in certain contexts than have others in the research to date.  Future empirical studies — both positivist and interpretive — could profitably be targeted to these under-researched levels of analysis.  Third, positivist empirical studies will add the greatest value if they focus on antecedents to privacy concerns and on actual outcomes.  In that light, we recommend that researchers be alert to an overarching macro model that we term APCO (Antecedents -> Privacy Concerns -> Outcomes).
",
